Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000143633	ENSG00000143633.14	FSAF1	231223763	231241187	1
ENSG00000066855	ENSG00000066855.17	MTFR1	65644684	65771261	8
ENSG00000132600	ENSG00000132600.19	PRMT7	68310916	68360852	16
ENSG00000063660	ENSG00000063660.10	GPC1	240435636	240468076	2
ENSG00000136457	ENSG00000136457.11	CHAD	50464496	50468976	17
ENSG00000090432	ENSG00000090432.8	MUL1	20499445	20508151	1
ENSG00000166263	ENSG00000166263.14	STXBP4	54968727	55173632	17
ENSG00000203667	ENSG00000203667.11	COX20	244835616	244845480	1
ENSG00000100519	ENSG00000100519.13	PSMC6	52707156	52728590	14
ENSG00000105711	ENSG00000105711.15	SCN1B	35030447	35040455	19
ENSG00000162408	ENSG00000162408.12	NOL9	6521347	6554536	1
ENSG00000178586	ENSG00000178586.8	OR6B3	240044571	240053807	2
ENSG00000118961	ENSG00000118961.16	LDAH	20684014	20823130	2
ENSG00000160339	ENSG00000160339.17	FCN2	134880714	134890508	9
ENSG00000010361	ENSG00000010361.15	FUZ	49806866	49817376	19
ENSG00000106692	ENSG00000106692.16	FKTN	105558122	105653820	9
ENSG00000151576	ENSG00000151576.11	QTRT2	114005833	114088542	3
ENSG00000162585	ENSG00000162585.18	FAAP20	2184461	2212720	1
ENSG00000113272	ENSG00000113272.15	THG1L	157731412	157741449	5
ENSG00000108654	ENSG00000108654.17	DDX5	64498254	64508199	17
ENSG00000175356	ENSG00000175356.15	SCUBE2	9019476	9138114	11
ENSG00000156030	ENSG00000156030.15	MIDEAS	73715122	73790285	14
ENSG00000160949	ENSG00000160949.19	TONSL	144428767	144444473	8
ENSG00000153832	ENSG00000153832.13	FBXO36	229922302	230013119	2
ENSG00000189045	ENSG00000189045.16	ANKDD1B	75611182	75681773	5
ENSG00000115290	ENSG00000115290.12	GRB14	164492417	164622472	2
ENSG00000140859	ENSG00000140859.17	KIFC3	57755668	57863053	16
ENSG00000107951	ENSG00000107951.16	MTPAP	30309801	30374448	10
ENSG00000168398	ENSG00000168398.8	BDKRB2	96204526	96244461	14
ENSG00000155903	ENSG00000155903.15	RASA2	141486967	141615345	3
ENSG00000215788	ENSG00000215788.12	TNFRSF25	6460786	6466181	1
ENSG00000113282	ENSG00000113282.15	CLINT1	157785743	157859169	5
ENSG00000197616	ENSG00000197616.14	MYH6	23381576	23408945	14
ENSG00000104375	ENSG00000104375.18	STK3	98371228	98942827	8
ENSG00000164039	ENSG00000164039.16	BDH2	103077592	103099880	4
ENSG00000107897	ENSG00000107897.21	ACBD5	27168135	27243046	10
ENSG00000076003	ENSG00000076003.6	MCM6	135839626	135876479	2
ENSG00000274349	ENSG00000274349.6	ZNF658	66856426	66932141	9
ENSG00000167641	ENSG00000167641.12	PPP1R14A	38251237	38256557	19
ENSG00000160408	ENSG00000160408.17	ST6GALNAC6	127885321	127906616	9
ENSG00000170909	ENSG00000170909.15	OSCAR	54094668	54102692	19
ENSG00000145191	ENSG00000145191.16	EIF2B5	184135038	184146127	3
ENSG00000137218	ENSG00000137218.11	FRS3	41770174	41787570	6
ENSG00000205133	ENSG00000205133.13	TRIQK	92883530	93017786	8
ENSG00000057663	ENSG00000057663.17	ATG5	106045423	106326477	6
ENSG00000105559	ENSG00000105559.14	PLEKHA4	48837091	48868855	19
ENSG00000171533	ENSG00000171533.13	MAP6	75586916	75669038	11
ENSG00000121989	ENSG00000121989.16	ACVR2A	147844378	147930826	2
ENSG00000138686	ENSG00000138686.11	BBS7	121824329	121870494	4
ENSG00000070081	ENSG00000070081.19	NUCB2	17208072	17349980	11
ENSG00000136813	ENSG00000136813.16	ECPAS	111360685	111484745	9
ENSG00000051596	ENSG00000051596.11	THOC3	175916677	176034680	5
ENSG00000047056	ENSG00000047056.19	WDR37	1049265	1160991	10
ENSG00000120820	ENSG00000120820.14	GLT8D2	103988612	104064468	12
ENSG00000117118	ENSG00000117118.13	SDHB	17018664	17054151	1
ENSG00000198515	ENSG00000198515.17	CNGA1	47935128	48017301	4
ENSG00000239382	ENSG00000239382.12	ALKBH6	36009120	36014297	19
ENSG00000145725	ENSG00000145725.22	PPIP5K2	103120149	103212799	5
ENSG00000103811	ENSG00000103811.19	CTSH	78921058	78949574	15
ENSG00000230062	ENSG00000230062.8	ANKRD66	46746933	46759506	6
ENSG00000136021	ENSG00000136021.20	SCYL2	100266830	100341728	12
ENSG00000068615	ENSG00000068615.21	REEP1	86213993	86338083	2
ENSG00000112406	ENSG00000112406.6	HECA	139135080	139180807	6
ENSG00000072858	ENSG00000072858.13	SIDT1	113532400	113629714	3
ENSG00000137166	ENSG00000137166.19	FOXP4	41546363	41602384	6
ENSG00000157796	ENSG00000157796.19	WDR19	39182494	39285810	4
ENSG00000011260	ENSG00000011260.15	UTP18	51260491	51297936	17
ENSG00000081870	ENSG00000081870.13	IFT25	53916574	53946588	1
ENSG00000181135	ENSG00000181135.17	ZNF707	143684452	143713898	8
ENSG00000169813	ENSG00000169813.18	HNRNPF	43385617	43409523	10
ENSG00000187147	ENSG00000187147.20	RNF220	44405185	44651724	1
ENSG00000134294	ENSG00000134294.15	SLC38A2	46358185	46372832	12
ENSG00000163466	ENSG00000163466.17	ARPC2	218216630	218254356	2
ENSG00000171017	ENSG00000171017.12	LRRC8E	7888500	7902021	19
ENSG00000118849	ENSG00000118849.11	RARRES1	158696892	158732798	3
ENSG00000105576	ENSG00000105576.17	TNPO2	12699201	12724011	19
ENSG00000182676	ENSG00000182676.6	PPP1R27	81833488	81835050	17
ENSG00000204590	ENSG00000204590.14	GNL1	30541381	30556603	6
ENSG00000114113	ENSG00000114113.7	RBP2	139452884	139480767	3
ENSG00000070731	ENSG00000070731.12	ST6GALNAC2	76565377	76586956	17
ENSG00000073803	ENSG00000073803.15	MAP3K13	185282941	185489094	3
ENSG00000109390	ENSG00000109390.14	NDUFC1	139266880	139302564	4
ENSG00000165637	ENSG00000165637.15	VDAC2	75209983	75231456	10
ENSG00000197702	ENSG00000197702.15	PARVA	12377482	12535356	11
ENSG00000103507	ENSG00000103507.15	BCKDK	31106107	31112791	16
ENSG00000120963	ENSG00000120963.13	ZNF706	101177720	101207085	8
ENSG00000198700	ENSG00000198700.11	IPO9	201829104	201884291	1
ENSG00000136444	ENSG00000136444.11	RSAD1	50478820	50485984	17
ENSG00000157693	ENSG00000157693.16	TMEM268	114611206	114646422	9
ENSG00000179335	ENSG00000179335.21	CLK3	74598500	74645414	15
ENSG00000108828	ENSG00000108828.17	VAT1	43010692	43025123	17
ENSG00000120162	ENSG00000120162.11	MOB3B	27325209	27529814	9
ENSG00000198471	ENSG00000198471.2	RTP2	187698259	187702656	3
ENSG00000100505	ENSG00000100505.15	TRIM9	50975261	51096078	14
ENSG00000187109	ENSG00000187109.16	NAP1L1	76032987	76085261	12
ENSG00000165495	ENSG00000165495.17	PKNOX2	125164537	125434287	11
ENSG00000181458	ENSG00000181458.11	TMEM45A	100492219	100579281	3
ENSG00000180537	ENSG00000180537.14	RNF182	13924446	13980310	6
ENSG00000066697	ENSG00000066697.16	MSANTD3	100426693	100451734	9
ENSG00000154945	ENSG00000154945.8	ANKRD40	50693198	50707914	17
ENSG00000104442	ENSG00000104442.11	ARMC1	65602456	65634217	8
ENSG00000204315	ENSG00000204315.5	FKBPL	32128697	32131070	6
ENSG00000124613	ENSG00000124613.10	ZNF391	27374615	27405026	6
ENSG00000136828	ENSG00000136828.20	RALGPS1	126914774	127223166	9
ENSG00000169689	ENSG00000169689.16	CENPX	82018590	82024107	17
ENSG00000178425	ENSG00000178425.15	NT5DC1	116100837	116249497	6
ENSG00000100628	ENSG00000100628.13	ASB2	93933783	93978831	14
ENSG00000178038	ENSG00000178038.18	ALS2CL	46668994	46694071	3
ENSG00000164125	ENSG00000164125.17	GASK1B	158124474	158174249	4
ENSG00000124785	ENSG00000124785.10	NRN1	5997999	6008688	6
ENSG00000204427	ENSG00000204427.13	ABHD16A	31686954	31703356	6
ENSG00000144136	ENSG00000144136.12	SLC20A1	112645854	112663829	2
ENSG00000109814	ENSG00000109814.13	UGDH	39498755	39528311	4
ENSG00000110697	ENSG00000110697.15	PITPNM1	67491760	67506263	11
ENSG00000129691	ENSG00000129691.17	ASH2L	38105493	38144124	8
ENSG00000108509	ENSG00000108509.22	CAMTA2	4967992	4987684	17
ENSG00000143412	ENSG00000143412.11	ANXA9	150981321	150996077	1
ENSG00000119431	ENSG00000119431.11	HDHD3	113373417	113377473	9
ENSG00000144026	ENSG00000144026.15	ZNF514	95122087	95165672	2
ENSG00000160539	ENSG00000160539.7	PLPP7	131289459	131359022	9
ENSG00000187741	ENSG00000187741.17	FANCA	89726683	89816977	16
ENSG00000140455	ENSG00000140455.18	USP3	63504501	63594640	15
ENSG00000157657	ENSG00000157657.16	ZNF618	113876052	114056593	9
ENSG00000185303	ENSG00000185303.18	SFTPA2	79555761	79560492	10
ENSG00000119685	ENSG00000119685.21	TTLL5	75633625	75955084	14
ENSG00000115556	ENSG00000115556.15	PLCD4	218607855	218637186	2
ENSG00000167491	ENSG00000167491.19	GATAD2A	19385638	19508932	19
ENSG00000173376	ENSG00000173376.15	NDNF	121033326	121074085	4
ENSG00000171729	ENSG00000171729.15	TMEM51	15152498	15220484	1
ENSG00000164609	ENSG00000164609.11	SLU7	160401641	160421711	5
ENSG00000163624	ENSG00000163624.7	CDS1	84582879	84651334	4
ENSG00000116586	ENSG00000116586.13	LAMTOR2	156054738	156058510	1
ENSG00000142405	ENSG00000142405.25	NLRP12	53792139	53824403	19
ENSG00000143772	ENSG00000143772.12	ITPKB	226631688	226739323	1
ENSG00000166257	ENSG00000166257.11	SCN3B	123629187	123655244	11
ENSG00000188389	ENSG00000188389.13	PDCD1	241849884	241858894	2
ENSG00000168488	ENSG00000168488.20	ATXN2L	28822999	28837237	16
ENSG00000041982	ENSG00000041982.18	TNC	115019575	115118257	9
ENSG00000174371	ENSG00000174371.18	EXO1	241847967	241895148	1
ENSG00000185730	ENSG00000185730.9	ZNF696	143289676	143299952	8
ENSG00000143954	ENSG00000143954.14	REG3G	79025686	79028505	2
ENSG00000182578	ENSG00000182578.15	CSF1R	150053291	150113372	5
ENSG00000071205	ENSG00000071205.13	ARHGAP10	147731922	148072780	4
ENSG00000178814	ENSG00000178814.18	OPLAH	144051265	144064091	8
ENSG00000165912	ENSG00000165912.17	PACSIN3	47177520	47187487	11
ENSG00000011600	ENSG00000011600.13	TYROBP	35904401	35908301	19
ENSG00000114948	ENSG00000114948.14	ADAM23	206443498	206621301	2
ENSG00000105289	ENSG00000105289.16	TJP3	3708356	3750813	19
ENSG00000140092	ENSG00000140092.17	FBLN5	91869410	91948064	14
ENSG00000042286	ENSG00000042286.16	AIFM2	70097053	70133269	10
ENSG00000179604	ENSG00000179604.11	CDC42EP4	73283624	73312005	17
ENSG00000017260	ENSG00000017260.21	ATP2C1	130850511	131016712	3
ENSG00000153294	ENSG00000153294.13	ADGRF4	47685864	47722021	6
ENSG00000135778	ENSG00000135778.13	NTPCR	232950564	232983882	1
ENSG00000141543	ENSG00000141543.13	EIF4A3	80134369	80147151	17
ENSG00000156642	ENSG00000156642.18	NPTN	73560003	73634134	15
ENSG00000161896	ENSG00000161896.13	IP6K3	33721315	33750520	6
ENSG00000160094	ENSG00000160094.16	ZNF362	33256359	33300719	1
ENSG00000134057	ENSG00000134057.16	CCNB1	69167004	69178372	5
ENSG00000143320	ENSG00000143320.10	CRABP2	156699597	156708094	1
ENSG00000148690	ENSG00000148690.13	FRA10AC1	93667883	93703294	10
ENSG00000132507	ENSG00000132507.19	EIF5A	7306944	7312466	17
ENSG00000168175	ENSG00000168175.17	MAPK1IP1L	55051647	55070194	14
ENSG00000168653	ENSG00000168653.12	NDUFS5	39026318	39034636	1
ENSG00000112078	ENSG00000112078.15	KCTD20	36442767	36491143	6
ENSG00000178974	ENSG00000178974.12	FBXO34	55271344	55370053	14
ENSG00000104081	ENSG00000104081.15	BMF	40087889	40108928	15
ENSG00000075413	ENSG00000075413.20	MARK3	103385361	103503831	14
ENSG00000175592	ENSG00000175592.10	FOSL1	65892049	65900573	11
ENSG00000142945	ENSG00000142945.14	KIF2C	44739817	44767767	1
ENSG00000196531	ENSG00000196531.15	NACA	56712305	56731628	12
ENSG00000166250	ENSG00000166250.14	CLMP	123069853	123196697	11
ENSG00000103496	ENSG00000103496.16	STX4	31032889	31042975	16
ENSG00000166825	ENSG00000166825.16	ANPEP	89784875	89815401	15
ENSG00000198939	ENSG00000198939.9	ZFP2	178895889	178933415	5
ENSG00000160613	ENSG00000160613.16	PCSK7	117204337	117232528	11
ENSG00000120709	ENSG00000120709.12	FAM53C	138331935	138349729	5
ENSG00000163040	ENSG00000163040.16	CCDC74A	131527675	131533666	2
ENSG00000187626	ENSG00000187626.10	ZKSCAN4	28241697	28252924	6
ENSG00000165806	ENSG00000165806.22	CASP7	113679162	113731290	10
ENSG00000109738	ENSG00000109738.12	GLRB	157076100	157172090	4
ENSG00000204592	ENSG00000204592.10	HLA-E	30489503	30494205	6
ENSG00000167618	ENSG00000167618.11	LAIR2	54497879	54510687	19
ENSG00000132837	ENSG00000132837.16	DMGDH	78996974	79236038	5
ENSG00000089356	ENSG00000089356.20	FXYD3	35115521	35125653	19
ENSG00000186648	ENSG00000186648.16	CARMIL3	24052009	24069734	14
ENSG00000158805	ENSG00000158805.13	ZNF276	89720400	89740925	16
ENSG00000151834	ENSG00000151834.17	GABRA2	46243548	46475230	4
ENSG00000137776	ENSG00000137776.18	SLTM	58879049	58933991	15
ENSG00000159921	ENSG00000159921.21	GNE	36214441	36277042	9
ENSG00000096717	ENSG00000096717.13	SIRT1	67884656	67918390	10
ENSG00000188488	ENSG00000188488.15	SERPINA5	94561442	94593120	14
ENSG00000164576	ENSG00000164576.13	SAP30L	154445997	154461053	5
ENSG00000130349	ENSG00000130349.11	MTRES1	107028184	107051586	6
ENSG00000160957	ENSG00000160957.16	RECQL4	144511288	144517845	8
ENSG00000132514	ENSG00000132514.15	CLEC10A	7074537	7081166	17
ENSG00000161013	ENSG00000161013.18	MGAT4B	179797597	179806979	5
ENSG00000005194	ENSG00000005194.16	CIAPIN1	57428177	57447420	16
ENSG00000112773	ENSG00000112773.17	TENT5A	81491439	81752774	6
ENSG00000170915	ENSG00000170915.10	PAQR8	52361421	52407777	6
ENSG00000119335	ENSG00000119335.19	SET	128683424	128696400	9
ENSG00000153234	ENSG00000153234.17	NR4A2	156324432	156342348	2
ENSG00000183137	ENSG00000183137.17	CEP57L1	109095105	109174418	6
ENSG00000138286	ENSG00000138286.16	FAM149B1	73168119	73244504	10
ENSG00000139998	ENSG00000139998.17	RAB15	64945814	64973226	14
ENSG00000107147	ENSG00000107147.15	KCNT1	135702185	135795508	9
ENSG00000179051	ENSG00000179051.15	RCC2	17406755	17439772	1
ENSG00000111275	ENSG00000111275.14	ALDH2	111766887	111817532	12
ENSG00000109184	ENSG00000109184.16	DCUN1D4	51843000	51916839	4
ENSG00000108669	ENSG00000108669.19	CYTH1	78674048	78782298	17
ENSG00000081177	ENSG00000081177.20	EXD2	69191498	69244020	14
ENSG00000151376	ENSG00000151376.20	ME3	86438751	86672636	11
ENSG00000122378	ENSG00000122378.15	PRXL2A	80406443	80437115	10
ENSG00000147465	ENSG00000147465.13	STAR	38141747	38151061	8
ENSG00000129292	ENSG00000129292.22	PHF20L1	132775311	132848807	8
ENSG00000135373	ENSG00000135373.14	EHF	34617044	34663386	11
ENSG00000167117	ENSG00000167117.11	ANKRD40CL	50760971	50767570	17
ENSG00000073712	ENSG00000073712.16	FERMT2	52857267	52952435	14
ENSG00000152076	ENSG00000152076.20	CCDC74B	130139287	130145134	2
ENSG00000134516	ENSG00000134516.21	DOCK2	169637249	170083382	5
ENSG00000103160	ENSG00000103160.13	HSDL1	84122141	84145212	16
ENSG00000168610	ENSG00000168610.18	STAT3	42313324	42388568	17
ENSG00000119285	ENSG00000119285.12	HEATR1	236549005	236604516	1
ENSG00000118898	ENSG00000118898.17	PPL	4882507	4960741	16
ENSG00000074966	ENSG00000074966.13	TXK	48063158	48134250	4
ENSG00000237489	ENSG00000237489.6	C10orf143	130020025	130110840	10
ENSG00000103932	ENSG00000103932.13	RPAP1	41517176	41544278	15
ENSG00000148795	ENSG00000148795.8	CYP17A1	102830461	102837501	10
ENSG00000155744	ENSG00000155744.11	HYCC2	200973718	201071692	2
ENSG00000156219	ENSG00000156219.19	ART3	76011184	76114094	4
ENSG00000112419	ENSG00000112419.16	PHACTR2	143536845	143831185	6
ENSG00000168872	ENSG00000168872.18	DDX19A	70346861	70373992	16
ENSG00000104331	ENSG00000104331.10	BPNT2	56957931	56993867	8
ENSG00000163362	ENSG00000163362.12	INAVA	200891003	200915742	1
ENSG00000142552	ENSG00000142552.9	RCN3	49526534	49546962	19
ENSG00000138207	ENSG00000138207.16	RBP4	93590170	93603110	10
ENSG00000104529	ENSG00000104529.20	EEF1D	143579697	143599541	8
ENSG00000128000	ENSG00000128000.18	ZNF780B	40028260	40056231	19
ENSG00000213585	ENSG00000213585.12	VDAC1	133971871	134005360	5
ENSG00000142252	ENSG00000142252.12	GEMIN7	45075575	45091518	19
ENSG00000156110	ENSG00000156110.16	ADK	74151191	74709963	10
ENSG00000204604	ENSG00000204604.14	ZNF468	52838010	52857649	19
ENSG00000092051	ENSG00000092051.19	JPH4	23568038	23578790	14
ENSG00000143398	ENSG00000143398.21	PIP5K1A	151197949	151249538	1
ENSG00000179218	ENSG00000179218.16	CALR	12938578	12944490	19
ENSG00000153179	ENSG00000153179.16	RASSF3	64507001	64697567	12
ENSG00000166669	ENSG00000166669.15	ATF7IP2	10326434	10483640	16
ENSG00000183208	ENSG00000183208.14	GDPGP1	90233471	90245811	15
ENSG00000129170	ENSG00000129170.11	CSRP3	19176519	19210571	11
ENSG00000070367	ENSG00000070367.18	EXOC5	57200507	57268974	14
ENSG00000137814	ENSG00000137814.13	HAUS2	42548828	42569994	15
ENSG00000121361	ENSG00000121361.6	KCNJ8	21764950	21775615	12
ENSG00000107959	ENSG00000107959.18	PITRM1	3137728	3172841	10
ENSG00000187474	ENSG00000187474.6	FPR3	51795137	51826324	19
ENSG00000172572	ENSG00000172572.8	PDE3A	20368537	20688583	12
ENSG00000064547	ENSG00000064547.15	LPAR2	19623639	19628930	19
ENSG00000185043	ENSG00000185043.14	CIB1	90229975	90234047	15
ENSG00000213694	ENSG00000213694.8	S1PR3	88990863	89005155	9
ENSG00000198925	ENSG00000198925.13	ATG9A	219219380	219229717	2
ENSG00000119314	ENSG00000119314.18	PTBP3	112215071	112333695	9
ENSG00000091039	ENSG00000091039.18	OSBPL8	76351797	76559809	12
ENSG00000205363	ENSG00000205363.8	INSYN1	73735441	73753351	15
ENSG00000137269	ENSG00000137269.16	LRRC1	53794497	53924125	6
ENSG00000168661	ENSG00000168661.16	ZNF30	34926887	34945172	19
ENSG00000137648	ENSG00000137648.21	TMPRSS4	118077012	118125510	11
ENSG00000114062	ENSG00000114062.23	UBE3A	25333728	25439092	15
ENSG00000113384	ENSG00000113384.15	GOLPH3	32124712	32174319	5
ENSG00000100433	ENSG00000100433.17	KCNK10	88180103	88326907	14
ENSG00000204616	ENSG00000204616.12	TRIM31	30102886	30113090	6
ENSG00000040275	ENSG00000040275.18	SPDL1	169583632	169604778	5
ENSG00000167608	ENSG00000167608.13	TMC4	54160095	54173250	19
ENSG00000179044	ENSG00000179044.17	EXOC3L1	67184314	67190242	16
ENSG00000119684	ENSG00000119684.17	MLH3	75013769	75051532	14
ENSG00000163281	ENSG00000163281.13	GNPDA2	44682200	44726588	4
ENSG00000112562	ENSG00000112562.21	SMOC2	168440656	168673445	6
ENSG00000159674	ENSG00000159674.13	SPON2	1166932	1208962	4
ENSG00000107758	ENSG00000107758.17	PPP3CB	73436418	73496026	10
ENSG00000138777	ENSG00000138777.21	PPA2	105369077	105474113	4
ENSG00000146070	ENSG00000146070.18	PLA2G7	46704201	46735718	6
ENSG00000080298	ENSG00000080298.17	RFX3	3218297	3526022	9
ENSG00000145675	ENSG00000145675.17	PIK3R1	68215740	68301821	5
ENSG00000112312	ENSG00000112312.11	GMNN	24774892	24786103	6
ENSG00000156858	ENSG00000156858.13	PRR14	30650717	30656413	16
ENSG00000151338	ENSG00000151338.22	MIPOL1	37197891	37579125	14
ENSG00000173218	ENSG00000173218.16	VANGL1	115641854	115698224	1
ENSG00000188227	ENSG00000188227.15	ZNF793	37506428	37548762	19
ENSG00000169181	ENSG00000169181.14	GSG1L	27787526	28063754	16
ENSG00000165030	ENSG00000165030.6	NFIL3	91408748	91425066	9
ENSG00000165406	ENSG00000165406.17	MARCHF8	45454585	45594931	10
ENSG00000148090	ENSG00000148090.13	AUH	91213815	91361961	9
ENSG00000143033	ENSG00000143033.19	MTF2	93079235	93139079	1
ENSG00000005206	ENSG00000005206.18	SPPL2B	2328613	2355095	19
ENSG00000051108	ENSG00000051108.16	HERPUD1	56930815	56944864	16
ENSG00000164465	ENSG00000164465.20	DCBLD1	117453817	117569858	6
ENSG00000092108	ENSG00000092108.23	SCFD1	30622291	30737694	14
ENSG00000173599	ENSG00000173599.16	PC	66848208	66958524	11
ENSG00000135679	ENSG00000135679.28	MDM2	68808175	68845544	12
ENSG00000062650	ENSG00000062650.21	WAPL	86435256	86521843	10
ENSG00000197070	ENSG00000197070.15	ARRDC1	137605619	137616227	9
ENSG00000135299	ENSG00000135299.19	ANKRD6	89433119	89633838	6
ENSG00000171476	ENSG00000171476.24	HOPX	56647989	56681877	4
ENSG00000165929	ENSG00000165929.14	TC2N	91779746	91867536	14
ENSG00000137124	ENSG00000137124.9	ALDH1B1	38392623	38398661	9
ENSG00000128908	ENSG00000128908.20	INO80	40978880	41116568	15
ENSG00000171102	ENSG00000171102.17	OBP2B	133205277	133209250	9
ENSG00000165280	ENSG00000165280.19	VCP	35053928	35072671	9
ENSG00000072840	ENSG00000072840.14	EVC	5711201	5814305	4
ENSG00000157349	ENSG00000157349.18	DDX19B	70289663	70335305	16
ENSG00000116584	ENSG00000116584.23	ARHGEF2	155946851	156007070	1
ENSG00000160867	ENSG00000160867.16	FGFR4	177086456	177098151	5
ENSG00000105321	ENSG00000105321.15	CCDC9	47255980	47274055	19
ENSG00000075884	ENSG00000075884.15	ARHGAP15	143091362	143768352	2
ENSG00000198948	ENSG00000198948.13	MFAP3L	169986597	170033031	4
ENSG00000164169	ENSG00000164169.14	PRMT9	147635654	147684163	4
ENSG00000165948	ENSG00000165948.12	IFI27L1	94081271	94103846	14
ENSG00000079805	ENSG00000079805.20	DNM2	10717974	10833504	19
ENSG00000169814	ENSG00000169814.19	BTD	15601341	15722311	3
ENSG00000145241	ENSG00000145241.12	CENPC	67468762	67545563	4
ENSG00000165626	ENSG00000165626.20	BEND7	13438484	13529237	10
ENSG00000115750	ENSG00000115750.18	TAF1B	9843443	9934416	2
ENSG00000258818	ENSG00000258818.5	RNASE4	20682598	20701216	14
ENSG00000198894	ENSG00000198894.9	CIPC	77098126	77117287	14
ENSG00000168497	ENSG00000168497.6	CAVIN2	191834305	191847211	2
ENSG00000171224	ENSG00000171224.10	FAM241B	69630241	69633614	10
ENSG00000144224	ENSG00000144224.18	UBXN4	135741631	135785063	2
ENSG00000196663	ENSG00000196663.17	TECPR2	102362941	102502477	14
ENSG00000165887	ENSG00000165887.13	ANKRD2	97572499	97583896	10
ENSG00000091490	ENSG00000091490.12	SEL1L3	25747433	25863760	4
ENSG00000168904	ENSG00000168904.16	LRRC28	99250937	99390729	15
ENSG00000188690	ENSG00000188690.17	UROS	125784980	125823288	10
ENSG00000162402	ENSG00000162402.16	USP24	55066359	55215753	1
ENSG00000154175	ENSG00000154175.20	ABI3BP	100749155	100993515	3
ENSG00000197776	ENSG00000197776.9	KLHDC1	49693105	49753636	14
ENSG00000166965	ENSG00000166965.15	RCCD1	90954825	90964809	15
ENSG00000165521	ENSG00000165521.17	EML5	88612240	88792994	14
ENSG00000177868	ENSG00000177868.13	SVBP	42807040	42817397	1
